Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Score_P01,Score_P02,Score_P03,Score_S01,Score_S02,Score_N01,Score_N02,Prob_P01,Prob_P02,Prob_P03,Prob_S01,Prob_S02,Prob_N01,Prob_N02,argmax_Persona_Code,argmax_Persona,argmax_RiskTier,softmax_Persona_Code,softmax_Persona,softmax_RiskTier
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,65,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,0.7333333333333333,0.6416666666666666,0.2833333333333333,0.2177777777777778,0.37523809523809526,0.6238095238095238,0.16666666666666669,0.5610115706984657,0.22432028262724138,0.0062322755968031406,0.0032355080867224446,0.015623702458036648,0.18763590981956182,0.0019407507131687706,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,68,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3,0.7333333333333333,0.75,0.30000000000000004,0.2188888888888889,0.9161904761904763,0.2523809523809524,0.6666666666666667,0.11177090496243341,0.1320417224327873,0.001466851037409387,0.0006518158735749873,0.6957724822574866,0.0009111274188300415,0.057385096017478286,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
35,No,Non-Travel,1097,Research & Development,11,2,Medical,1,70,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3,0.9666666666666666,0.75,0.35000000000000003,0.29555555555555557,0.37523809523809526,0.7904761904761906,0.16666666666666669,0.7736178398581969,0.08862476542627534,0.0016232192001464352,0.0009417333556596635,0.0020892231335004094,0.1328436991526702,0.00025951987355109576,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,72,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,0.6666666666666667,0.575,0.33333333333333337,0.11444444444444446,0.5142857142857143,0.661904761904762,0.16666666666666669,0.382024116606205,0.15275221097638655,0.01362832579429973,0.0015269335626404946,0.08323552295343754,0.36425883185696556,0.0025740582500650556,P01,Burnout (저성과자/번아웃),High,N01,Coaster (현상 유지자),Neutral
33,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,73,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,0.6333333333333334,0.4125,0.5833333333333333,0.47777777777777786,0.20095238095238097,0.6452380952380953,0.16666666666666669,0.3250380570831008,0.03571636334797179,0.19714554719432542,0.06860646132008963,0.004306531184060076,0.36613052416905484,0.0030565157013974073,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
35,No,Travel_Frequently,853,Sales,18,5,Life Sciences,1,74,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,0.3333333333333333,0.5875,0.25,0.3577777777777778,0.9304761904761906,0.23095238095238096,0.5,0.0024205373328885504,0.03074281229950678,0.0010519611884978648,0.003090812490790507,0.9490088511024123,0.000869514760134451,0.012815510825769686,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,1,75,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2,0.9333333333333332,0.7749999999999999,0.2833333333333333,0.19333333333333336,0.40380952380952384,0.5809523809523809,0.16666666666666669,0.8049100573699897,0.16523971006011032,0.00121013332707187,0.0004920034950283695,0.00403696206889857,0.023734294259484572,0.0003768394194166785,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
31,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,76,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7,0.03333333333333334,0.4125,0.25,0.30333333333333334,0.9304761904761906,0.23095238095238096,0.5,0.00012411043347307013,0.005501843123543932,0.0010833771461677111,0.0018467299543369596,0.977350221697192,0.0008954821049342121,0.013198235540352305,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
37,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7,0.3666666666666667,0.5791666666666666,0.33333333333333337,0.31777777777777777,0.5,0.6833333333333333,0.16666666666666669,0.026068823294905827,0.2182715850843503,0.018679128120615403,0.015988204021316187,0.09889645798605314,0.6185677699084978,0.0035280315842612883,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
32,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,78,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8,0.43333333333333335,0.5875,0.44999999999999996,0.3577777777777778,0.7704761904761905,0.23095238095238096,0.8333333333333334,0.01096805361114967,0.05124681639028735,0.012957224342400304,0.005152238470222483,0.3193907905072215,0.0014494400455995313,0.5988354366331191,N02,Competent Malcontent (유능한 불만자),Neutral,N02,Competent Malcontent (유능한 불만자),Neutral
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9,0.23333333333333334,0.375,0.5666666666666667,0.37777777777777777,0.16000000000000003,0.6666666666666667,0.0,0.00875889843178383,0.03611603010147778,0.24552615532901745,0.03713331672969193,0.004206945348492907,0.6674092864422817,0.0008493676172545296,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
50,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,80,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8,0.7666666666666666,0.22916666666666666,0.7666666666666666,0.648888888888889,0.0676190476190476,0.8119047619047619,0.0,0.2573318506401101,0.0011916828878640656,0.2573318506401101,0.0792485187555539,0.0002369017712889804,0.40453871875703545,0.00012047654803754486,N01,Coaster (현상 유지자),Neutral,S01,Anchor (앵커),Stable
59,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,0.5333333333333333,0.4375,0.44999999999999996,0.5344444444444444,0.21333333333333335,0.6666666666666667,0.0,0.1499573918833347,0.05751339437344468,0.06517121386489111,0.15163287613486784,0.006112593796012294,0.5688885431582311,0.000723986789218125,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,0.33333333333333337,0.5541666666666667,0.6666666666666667,0.5177777777777778,0.10857142857142855,0.6238095238095238,0.33333333333333337,0.015668261044872275,0.14258957661167687,0.43920681635937575,0.09909525122136652,0.0016553592074691553,0.2861164745103669,0.015668261044872275,P03,Career Stall (성장 정체),High,S01,Anchor (앵커),Stable
55,No,Travel_Rarely,836,Research & Development,8,3,Medical,1,84,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2,0.7333333333333333,0.6041666666666666,0.2666666666666667,0.41555555555555557,0.4428571428571429,0.6023809523809525,0.16666666666666669,0.6045715678357386,0.16614375177552235,0.005685126554998905,0.025197436850362707,0.033107443957460195,0.16320323184587524,0.002091441180041922,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3,0.4666666666666667,0.6583333333333334,0.2833333333333333,0.2977777777777778,0.4285714285714286,0.7904761904761906,0.16666666666666669,0.02910276687707851,0.19784816993142862,0.004652942978523838,0.0053759987056436415,0.019883313659099292,0.7416878664040228,0.0014489414442031146,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0,0.5333333333333333,0.7875000000000001,0.2666666666666667,0.41555555555555557,0.48571428571428577,0.5380952380952382,0.16666666666666669,0.06339648612371597,0.8051874461377814,0.004405006651274238,0.019523730183862494,0.03937842036558136,0.06648839915255722,0.0016205113852272534,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,88,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2,0.5333333333333333,0.6625000000000001,0.30000000000000004,0.19111111111111112,0.40190476190476193,0.6238095238095238,0.0,0.13309738566023804,0.4843209224754198,0.012906715405080937,0.004344274890208986,0.03575876339393494,0.3289293506528397,0.000642587522277327,P02,Onboarding Failure (온보딩 실패),High,P01,Burnout (저성과자/번아웃),High
36,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,0.7666666666666666,0.8541666666666666,0.43333333333333335,0.23,0.48571428571428577,0.7047619047619047,0.5,0.2434634277049728,0.5840384017060041,0.008685312700246478,0.0011368940997233692,0.014664695338655609,0.13109458924692338,0.016916679203474557,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
59,No,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,91,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,0.3666666666666667,0.5166666666666667,0.3666666666666667,0.28444444444444444,0.37333333333333335,0.8333333333333333,0.0,0.008744444722240329,0.039189882337839856,0.008744444722240329,0.0038427812474881827,0.009347278921647802,0.9299076466344035,0.00022352141414001448,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,0.23333333333333334,0.5708333333333333,0.21666666666666667,0.31,0.9714285714285715,0.20952380952380956,0.5,0.0006047700224663344,0.01767397075893997,0.000511926771779438,0.0013018152612696966,0.9707270818022093,0.0004766359631378705,0.008703799420197396,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,95,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0,0.43333333333333335,0.8208333333333333,0.2,0.19777777777777777,0.45904761904761904,0.5380952380952382,0.33333333333333337,0.018557532071905063,0.8941519688479911,0.0017995604037194437,0.0017600112352552392,0.02399915461603901,0.05290483829695648,0.006826934528133556,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9,0.43333333333333335,0.7083333333333333,0.21666666666666667,0.37777777777777777,0.48571428571428577,0.5380952380952382,0.33333333333333337,0.04496781694110508,0.7034150070452667,0.005151461125647799,0.02580043879305371,0.0759258023567797,0.12819673837115356,0.01654273536699346,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0,0.2,0.6875,0.15,0.19333333333333336,0.4142857142857143,0.4785714285714286,0.33333333333333337,0.006171124980229203,0.8082578686436496,0.003742976505427534,0.005773130524507525,0.05260116642213008,0.1000425342124833,0.023411198711572902,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
31,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8,0.03333333333333334,0.3625,0.30000000000000004,0.3977777777777778,0.9447619047619049,0.20952380952380956,0.5,0.0001077952003268027,0.002898358439269044,0.0015513794785632195,0.004124407194668331,0.9792270822646905,0.0006277474246487567,0.011463229997833408,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
35,No,Travel_Rarely,776,Sales,1,4,Marketing,1,100,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8,0.5666666666666667,0.7124999999999999,0.4,0.51,0.38952380952380955,0.769047619047619,0.33333333333333337,0.07199819488314164,0.3095050414379604,0.013598702461769648,0.04085275990540508,0.012246160707148903,0.5448173339640712,0.0069818066405031905,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
45,No,Travel_Rarely,193,Research & Development,6,4,Other,1,101,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0,0.9333333333333332,0.8999999999999999,0.21666666666666667,0.28111111111111114,0.4428571428571429,0.6023809523809525,0.33333333333333337,0.5665089667460086,0.4059214123943207,0.000437283410274016,0.0008329936053006958,0.0041985154726103665,0.020696593037063,0.001404235334422681,P01,Burnout (저성과자/번아웃),High,P02,Onboarding Failure (온보딩 실패),High
37,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2,0.33333333333333337,0.8041666666666667,0.21666666666666667,0.3211111111111111,0.4285714285714286,0.6238095238095238,0.5,0.007183348609715634,0.796397941838445,0.002236917915567891,0.00635691649719239,0.018618330513553147,0.1311743768823286,0.03803216774319712,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
46,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2,0.6333333333333334,0.5833333333333334,0.2666666666666667,0.22222222222222227,0.9571428571428572,0.23095238095238096,0.5,0.036476253859717554,0.02212396631737997,0.0009323889742841642,0.0005978295246993267,0.9296021582378569,0.0006523669594579954,0.009615036126604278,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
30,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,0.6666666666666667,0.475,0.48333333333333334,0.37777777777777777,0.33428571428571435,0.8119047619047619,0.16666666666666669,0.17609836574757481,0.02590344751514462,0.028154562000771308,0.009797760570194497,0.006342247566584918,0.7525170751446971,0.0011865414550327267,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
35,No,Travel_Rarely,1214,Research & Development,1,3,Medical,1,105,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4,0.3666666666666667,0.7916666666666666,0.2833333333333333,0.2977777777777778,0.5,0.6833333333333333,0.5,0.009675134316979394,0.6782792808014301,0.004204796041224597,0.004858210852669948,0.036704246435072176,0.2295740851175515,0.036704246435072176,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
55,No,Travel_Rarely,111,Sales,1,2,Life Sciences,1,106,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0,0.23333333333333334,0.4875,0.2,0.38333333333333336,0.4161904761904762,0.6023809523809525,0.0,0.015317472619082301,0.1945444836702148,0.010975448730429173,0.06864814962214374,0.09535107503756879,0.6136780048579796,0.0014853654625815531,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
38,No,Non-Travel,573,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,0.7000000000000001,0.3375,0.3833333333333333,0.3444444444444445,0.38761904761904764,0.9785714285714286,0.0,0.05762475517893645,0.0015356477097471324,0.0024285286645214597,0.0016460799892734326,0.002534870951336023,0.9341775705311683,5.254697501716632e-05,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,0.43333333333333335,0.6708333333333334,0.30000000000000004,0.2777777777777778,0.4304761904761905,0.5809523809523809,0.16666666666666669,0.05667892805608064,0.6093559029035962,0.014940403227050033,0.01196333967855794,0.05508244560652837,0.24804073299524154,0.00393824753294536,P02,Onboarding Failure (온보딩 실패),High,P01,Burnout (저성과자/번아웃),High
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2,0.30000000000000004,0.725,0.35,0.5411111111111112,0.4,1.0,0.5,0.0008398837483209956,0.058880396499325145,0.0013847342007721772,0.009361629053593652,0.0022830407310790325,0.9210443676339852,0.006205948132923982,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,113,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,0.5333333333333333,0.8,0.21666666666666667,0.16333333333333336,0.4285714285714286,0.6238095238095238,0.16666666666666669,0.054625524550538304,0.7861659659848981,0.0023021295582700235,0.0013505356021814077,0.019161100504669154,0.13499843163972164,0.0013963121597214709,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,116,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3,0.03333333333333334,0.65,0.16666666666666669,0.2733333333333334,0.9714285714285715,0.20952380952380956,0.8333333333333334,6.5191181350744e-05,0.031069778431537125,0.0002473136917067864,0.0007186138904916447,0.773187287972906,0.0003796420998214345,0.19433217273218603,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,0.2666666666666667,0.6625,0.6166666666666667,0.3977777777777778,0.24761904761904763,0.661904761904762,0.5,0.0065191721544644535,0.341408849433476,0.21588533229161222,0.02418804514460146,0.005388522384802659,0.33938269011956107,0.06722738847148223,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
